passenger_id,seat_number,group,is_child,is_man,is_woman,is_wchr,is_wchb
124,126,83,0,0,1,0,0
125,156,84,0,1,0,0,0
126,17,85,0,0,1,0,0
127,18,85,0,1,0,0,0
128,78,86,0,0,1,0,0
129,158,87,0,1,0,0,0
130,174,88,0,0,1,0,0
131,73,89,0,1,0,0,0
132,135,90,0,0,1,0,0
133,14,91,0,1,0,0,0
134,13,91,0,1,0,0,0
135,149,92,0,1,0,0,0
136,153,93,0,0,1,0,0
137,32,94,0,1,0,0,0
138,1,95,0,0,1,0,0
139,123,96,0,1,0,0,0
140,107,97,0,1,0,0,0
141,6,98,0,0,1,0,0
142,91,99,0,1,0,0,0
143,103,100,0,1,0,0,0
144,72,101,0,1,0,0,0
145,105,102,0,0,1,0,0
146,151,103,0,0,1,0,0
147,134,104,0,1,0,0,0
148,29,105,0,1,0,0,0
149,96,106,0,0,1,0,0
150,112,107,0,0,1,0,0
151,113,107,0,0,1,0,0
152,97,108,0,0,1,0,0
153,51,109,0,0,1,0,0
154,52,109,0,1,0,0,0
155,53,109,1,0,0,0,0
156,50,109,1,0,0,0,0
157,42,110,0,0,1,0,0
158,102,111,0,1,0,0,0
159,101,112,0,1,0,0,0
160,100,112,0,1,0,0,0
161,168,113,0,1,0,0,0
162,57,114,0,1,0,0,0
163,109,115,0,0,1,0,0
164,110,115,0,0,1,0,0
165,111,115,0,0,1,0,0
166,104,116,0,0,1,0,0
167,47,117,0,0,1,0,0
168,46,117,0,0,1,0,0
169,92,118,0,0,1,0,0
170,61,119,0,1,0,0,0
171,159,120,0,1,0,0,0
172,121,121,0,0,1,0,0
173,122,121,0,1,0,0,0
